invoice_id,vendor_name,vendor_gstin,amount,tax_amount,tax_rate,invoice_date,submission_date,po_number,bank_account,payment_terms,is_anomaly,anomaly_type
INV-08407,Tanla Platforms,59LWUTS7773W2B4,1638403.2,294912.58,0.18,2023-06-12,2023-06-21,PO-5915-PSCJ,HOSN7336413677532,Net 60,0,none
INV-03867,KALS Info Systems,94MSBNM9654Q1J8,427864.9,77015.68,0.18,2024-08-26,2024-08-31,PO-8418-NUYT,DGBS9006011018028,Net 60,0,none
INV-01183,Softcell Technologies,35UAQEX7902T9I4,1109673.02,199741.14,0.18,2023-12-15,2023-12-19,PO-0544-PSGS,ZAPZ4138823350355,Net 45,0,none
INV-01971,Ingram Micro India,10XXYGH4786J3K5,297919.18,53625.45,0.18,2023-05-11,2023-05-15,PO-3734-QHUG,FXHM7550788670183,Net 60,0,none
INV-06556,Supertron Electronics,84APENV3195F9K0,607844.56,109412.02,0.18,2024-01-11,2024-01-14,PO-7207-GKKT,VZIL5372592617511,Net 45,0,none
INV-06535,Majesco Ltd,85BEHHA7355T6K4,1364690.6,245644.31,0.18,2023-12-27,2024-01-05,PO-8167-ZYFF,XLJV8093123115690,Net 60,0,none
INV-05766,Accelya Solutions,24BSBQF3370E9Q0,1879138.91,338245.0,0.18,2024-10-10,2024-10-16,PO-8117-VDXA,TBBS8321851120284,Net 30,0,none
INV-01305,Cybage Software,98HJBYU1008W1C4,1211753.89,218115.7,0.18,2024-12-16,2024-12-30,PO-3062-UJBD,WGLM6397054812707,Net 45,0,none
INV-02593,Supertron Electronics,84APENV3195F9K0,593387.51,106809.75,0.18,2023-05-12,2023-05-15,PO-9435-ZNUW,VZIL5372592617511,Net 45,0,none
INV-02189,Onward Technologies,40LMVQR4946M6J5,55533.7,9996.07,0.18,2023-01-04,2023-01-06,PO-6831-LMSG,XVRP4921936514893,Net 60,0,none
INV-08125,Intellect Design,01NIEOP0002L0N2,735808.69,132445.56,0.18,2023-11-20,2023-11-23,PO-4665-RQQE,BSXL3681265929761,Net 60,0,none
INV-02861,3i Infotech,68JFCCR6660P0N4,771150.94,138807.17,0.18,2024-02-23,2024-02-29,PO-6848-TGID,XXJP5932125490162,Net 30,0,none
INV-09106,NewVendor_9106 IT Solutions Pvt Ltd,16ZNBME4118E0J0,3038744.19,546973.95,0.18,2024-06-24,2024-06-26,PO-5144-CHZI,RYBV5492279092269,Net 30,1,new_vendor_high_amount
INV-03792,Infosys BPM Ltd,68WMBDP4359A6Y4,1282527.59,230854.97,0.18,2023-10-13,2023-10-19,PO-3348-GPZE,FQYO8585635822023,Net 45,0,none
INV-02389,Kellton Tech,86ZEYPH2930B1L1,284601.12,51228.2,0.18,2024-11-15,2024-11-23,PO-9021-AHXB,HNPR8007103208557,Net 60,0,none
INV-02400,Mindtree Solutions,41KAGCW4268B9S1,434706.36,78247.14,0.18,2024-09-20,2024-09-30,PO-4499-LTDG,LHQZ3386182735187,Net 30,0,none
INV-03756,Persistent Systems,64YNHIH3193U2F2,1750905.56,315163.0,0.18,2024-05-01,2024-05-07,PO-8955-YEKM,QFQJ7666680899218,Net 60,0,none
INV-08038,KALS Info Systems,94MSBNM9654Q1J8,498794.57,89783.02,0.18,2024-04-25,2024-05-04,PO-8275-NTNM,DGBS9006011018028,Net 60,0,none
INV-00265,Datamatics Global,72BCSBC0104B2T5,1619933.21,291587.98,0.18,2024-12-27,2025-01-07,PO-1253-YRQS,MAPT2682906393328,Net 45,0,none
INV-02367,Intellect Design,01NIEOP0002L0N2,860069.26,154812.47,0.18,2024-09-23,2024-09-29,PO-3062-UJBD,BSXL3681265929761,Net 45,0,none
INV-00317,Sasken Technologies,25RXQUY1695H6N4,972065.24,174971.74,0.18,2024-06-24,2024-07-03,PO-9604-NLUA,RRWX9093164663159,Net 60,0,none
INV-09232,Xoriant Solutions,76CCDAX0817X2D1,1103008.49,198541.53,0.18,2024-04-22,2024-05-02,PO-8264-YLCB,RMHK4183779761106,Net 60,1,changed_bank_account
INV-04828,Rashi Peripherals,81YZTAE9223U6Z3,816303.66,146934.66,0.18,2024-07-08,2024-07-22,PO-9024-JXFO,TIKE0673845888831,Net 30,0,none
INV-06974,Savex Technologies,76UXAQM2870D6A5,968068.88,174252.4,0.18,2024-06-21,2024-06-22,PO-4480-WLCV,JBED3078188120744,Net 30,0,none
INV-05993,Subex Ltd,30VHFNS3751Q1W1,2021120.24,363801.64,0.18,2024-06-17,2024-06-30,PO-9352-ANIB,ELVQ0484796554552,Net 45,0,none
INV-07458,Redington India,74KICEN7451I0R9,671879.56,120938.32,0.18,2023-02-08,2023-02-16,PO-9435-ZNUW,SIXB8636619074973,Net 60,0,none
INV-01894,Majesco Ltd,85BEHHA7355T6K4,1032431.57,185837.68,0.18,2024-11-04,2024-11-05,PO-8280-CWJB,XLJV8093123115690,Net 45,0,none
INV-02758,Mastech Digital,27OSVKU6942X0L4,2015374.43,362767.4,0.18,2024-06-03,2024-06-15,PO-7534-IWUN,GRRS8527255351787,Net 45,0,none
INV-02278,Newgen Software,96WDAOF1307T2B5,454583.46,81825.02,0.18,2024-09-25,2024-09-26,PO-7660-NSSW,ZVAV2798537321913,Net 60,0,none
INV-04623,Mphasis Corp,14FZNUS4574A1G9,564156.06,101548.09,0.18,2023-08-30,2023-09-11,PO-0093-LBUS,XQWR8677855643397,Net 60,0,none
INV-02950,KALS Info Systems,94MSBNM9654Q1J8,445410.39,80173.87,0.18,2023-03-22,2023-03-28,PO-8167-ZYFF,DGBS9006011018028,Net 30,0,none
INV-00936,Iris Computers,92JDQBJ6656M3R2,1492315.27,268616.75,0.18,2024-04-15,2024-04-26,PO-0328-ETOX,CFEY9201378382544,Net 60,0,none
INV-01405,Kellton Tech,86ZEYPH2930B1L1,279453.32,50301.6,0.18,2024-05-27,2024-06-01,PO-1444-NBSQ,HNPR8007103208557,Net 60,0,none
INV-07130,Cigniti Technologies,59ECPPK4618N3Z7,106124.25,19102.36,0.18,2024-11-01,2024-11-14,PO-8373-GAZS,SOEQ8611660011752,Net 60,0,none
INV-02923,Infosys BPM Ltd,68WMBDP4359A6Y4,1336210.59,240517.91,0.18,2024-11-08,2024-11-23,PO-8102-VNSA,FQYO8585635822023,Net 30,0,none
INV-00233,Redington India,74KICEN7451I0R9,788277.97,141890.03,0.18,2023-03-17,2023-04-01,PO-9382-XPFK,SIXB8636619074973,Net 45,0,none
INV-07308,Onward Technologies,40LMVQR4946M6J5,58558.72,10540.57,0.18,2023-08-29,2023-08-31,PO-9382-XPFK,XVRP4921936514893,Net 60,0,none
INV-07945,Ingram Micro India,10XXYGH4786J3K5,282401.1,50832.2,0.18,2023-12-27,2024-01-04,PO-1655-CTJT,FXHM7550788670183,Net 45,0,none
INV-07022,Mastech Digital,27OSVKU6942X0L4,1597085.78,287475.44,0.18,2024-09-06,2024-09-20,PO-0054-SVIC,GRRS8527255351787,Net 30,0,none
INV-02929,Birlasoft Ltd,60TTQUN5387R6H1,571377.06,102847.87,0.18,2024-09-16,2024-09-21,PO-7979-PHVH,VRVF2849035694298,Net 30,0,none
INV-04704,Rashi Peripherals,81YZTAE9223U6Z3,743129.38,133763.29,0.18,2023-09-26,2023-10-07,PO-1276-DLBK,TIKE0673845888831,Net 45,0,none
INV-09415,Onward Technologies,40LMVQR4946M6J5,64064.84,11531.67,0.18,2023-12-06,2023-12-21,PO-FAKE-9461,XVRP4921936514893,Net 60,1,po_mismatch
INV-04641,KALS Info Systems,94MSBNM9654Q1J8,272315.55,49016.8,0.18,2023-06-23,2023-07-06,PO-5150-UKGE,DGBS9006011018028,Net 30,0,none
INV-05354,NIIT Technologies,06ENXBW2738B9L4,1953049.7,351548.95,0.18,2024-01-15,2024-01-20,PO-7523-BHTT,JQRT0779311872435,Net 30,0,none
INV-09823,Majesco Ltd,85BEHHA7355T6K4,960383.8,172869.08,0.18,2025-12-08,2023-11-15,PO-0054-SVIC,XLJV8093123115690,Net 45,1,future_dated
INV-09063,Sasken Technologies,25RXQUY1695H6N4,3562814.24,641306.56,0.18,2023-12-18,2023-12-26,PO-4076-KTMB,RRWX9093164663159,Net 45,1,amount_above_po
INV-04372,Nihilent Ltd,40FXSPS1480H9K9,529038.9,95227.0,0.18,2023-03-13,2023-03-23,PO-6713-MKSO,EEBH9895003066871,Net 30,0,none
INV-00587,Iris Computers,92JDQBJ6656M3R2,1277825.69,230008.62,0.18,2024-01-29,2024-02-04,PO-0576-JGVR,CFEY9201378382544,Net 45,0,none
INV-07388,Softcell Technologies,35UAQEX7902T9I4,893782.03,160880.77,0.18,2023-01-17,2023-01-19,PO-1542-VWIZ,ZAPZ4138823350355,Net 45,0,none
INV-07979,Subex Ltd,30VHFNS3751Q1W1,2065816.69,371847.0,0.18,2023-02-06,2023-02-14,PO-2698-FFTB,ELVQ0484796554552,Net 60,0,none
INV-08225,Majesco Ltd,85BEHHA7355T6K4,993190.91,178774.36,0.18,2023-01-17,2023-01-21,PO-4707-PRRI,XLJV8093123115690,Net 45,0,none
INV-01029,Nucleus Software,81IGLOX7451R2J4,1168792.84,210382.71,0.18,2023-03-23,2023-03-31,PO-7207-GKKT,RZGA5670979487253,Net 45,0,none
INV-01038,Onward Technologies,40LMVQR4946M6J5,61452.39,11061.43,0.18,2023-12-27,2024-01-11,PO-8647-YBAW,XVRP4921936514893,Net 60,0,none
INV-04352,Ramsol Pvt Ltd,74BYZSJ6323U1B9,1000838.66,180150.96,0.18,2023-09-15,2023-09-17,PO-7690-XUID,IYYO4074583251825,Net 60,0,none
INV-06880,Sasken Technologies,25RXQUY1695H6N4,1100211.13,198038.0,0.18,2024-06-24,2024-06-27,PO-1627-ZAFY,RRWX9093164663159,Net 45,0,none
INV-07305,3i Infotech,68JFCCR6660P0N4,690760.54,124336.9,0.18,2024-06-12,2024-06-13,PO-8647-NYTE,XXJP5932125490162,Net 60,0,none
INV-04133,Tata Elxsi,97SMFIV1461U2P8,895526.52,161194.77,0.18,2023-11-22,2023-12-04,PO-0456-JHLP,EGTM3209446746385,Net 45,0,none
INV-09371,Rashi Peripherals,81YZTAE9223U6Z3,962425.4,173236.57,0.18,2024-05-23,2024-05-24,,TIKE0673845888831,Net 30,1,missing_po
INV-00260,Sonata Software,32OVHHT7499K8D7,1051486.67,189267.6,0.18,2023-08-07,2023-08-20,PO-5298-NJMY,YADT3226199171827,Net 45,0,none
INV-01874,Mastech Digital,27OSVKU6942X0L4,2192269.64,394608.54,0.18,2023-01-10,2023-01-16,PO-3366-KYFH,GRRS8527255351787,Net 30,0,none
INV-04263,Happiest Minds,08NATVA6271Q6X4,261177.03,47011.87,0.18,2023-09-22,2023-09-30,PO-3262-HDFJ,IYWI6974159329184,Net 45,0,none
INV-00538,Cyient Ltd,72RREQY3980C4W7,1474188.22,265353.88,0.18,2023-07-21,2023-07-29,PO-4625-SWDO,IECV9217915203127,Net 45,0,none
INV-05049,Rashi Peripherals,81YZTAE9223U6Z3,941935.77,169548.44,0.18,2024-12-23,2025-01-02,PO-0093-LBUS,TIKE0673845888831,Net 60,0,none
INV-01845,Mphasis Corp,14FZNUS4574A1G9,496401.92,89352.35,0.18,2024-11-20,2024-11-29,PO-4369-RUYQ,XQWR8677855643397,Net 30,0,none
INV-08099,Infostretch Corp,54JDQHL2140L0A3,98699.28,17765.87,0.18,2024-11-26,2024-12-10,PO-8727-YEFK,ATOL2872376618802,Net 45,0,none
INV-01790,Cigniti Technologies,59ECPPK4618N3Z7,103882.2,18698.8,0.18,2023-02-10,2023-02-19,PO-7780-OPSL,SOEQ8611660011752,Net 60,0,none
INV-05153,Subex Ltd,30VHFNS3751Q1W1,1349221.51,242859.87,0.18,2023-03-27,2023-03-31,PO-7117-VPRG,ELVQ0484796554552,Net 30,0,none
INV-01836,Hexaware Technologies,73UYSOI6520N3R6,363633.11,65453.96,0.18,2024-12-16,2024-12-23,PO-2015-FVSH,WJUQ9385943177536,Net 30,0,none
INV-03669,Sasken Technologies,25RXQUY1695H6N4,1263436.53,227418.58,0.18,2023-01-12,2023-01-21,PO-8102-VNSA,RRWX9093164663159,Net 30,0,none
INV-01080,Happiest Minds,08NATVA6271Q6X4,221878.65,39938.16,0.18,2024-02-07,2024-02-19,PO-7111-ZHUL,IYWI6974159329184,Net 30,0,none
INV-04338,Accelya Solutions,24BSBQF3370E9Q0,1488502.07,267930.37,0.18,2023-10-05,2023-10-13,PO-9693-UEIS,TBBS8321851120284,Net 60,0,none
INV-02826,Nihilent Ltd,40FXSPS1480H9K9,432564.91,77861.68,0.18,2023-07-14,2023-07-28,PO-4966-BFKF,EEBH9895003066871,Net 45,0,none
INV-01834,Sasken Technologies,25RXQUY1695H6N4,1455741.37,262033.45,0.18,2023-12-18,2023-12-24,PO-0870-PNJV,RRWX9093164663159,Net 45,0,none
INV-04167,Infosys BPM Ltd,68WMBDP4359A6Y4,1009219.33,181659.48,0.18,2024-02-02,2024-02-05,PO-0722-BPTJ,FQYO8585635822023,Net 60,0,none
INV-05018,Softcell Technologies,35UAQEX7902T9I4,1277182.04,229892.77,0.18,2024-11-22,2024-12-07,PO-4759-ZLGJ,ZAPZ4138823350355,Net 60,0,none
INV-02701,TCS Digital Solutions,27KTEYT5863X9D1,1888479.07,339926.23,0.18,2023-07-06,2023-07-07,PO-5363-DPSR,FAPF5400877480084,Net 60,0,none
INV-03566,Accelya Solutions,24BSBQF3370E9Q0,1534473.14,276205.17,0.18,2024-07-22,2024-07-31,PO-5363-DPSR,TBBS8321851120284,Net 30,0,none
INV-04192,Majesco Ltd,85BEHHA7355T6K4,1604434.35,288798.18,0.18,2024-02-19,2024-02-22,PO-7663-IAFD,XLJV8093123115690,Net 45,0,none
INV-05899,Newgen Software,96WDAOF1307T2B5,624177.55,112351.96,0.18,2024-06-19,2024-06-26,PO-0576-JGVR,ZVAV2798537321913,Net 60,0,none
INV-06876,Zensar IT Services,09TZXPP4803A4M3,216528.73,38975.17,0.18,2024-05-20,2024-06-03,PO-9867-NHAO,MTDJ1912550590581,Net 45,0,none
INV-06251,Geometric Ltd,90XHMDH5605X3E0,130248.11,23444.66,0.18,2023-09-04,2023-09-12,PO-7355-TJCS,ZVZR2605281559933,Net 45,0,none
INV-03116,Cyient Ltd,72RREQY3980C4W7,1342682.02,241682.76,0.18,2023-11-16,2023-11-19,PO-0154-TGKZ,IECV9217915203127,Net 30,0,none
INV-00345,Birlasoft Ltd,60TTQUN5387R6H1,559726.63,100750.79,0.18,2024-12-27,2024-12-29,PO-1154-OIZO,VRVF2849035694298,Net 60,0,none
INV-04841,Saksoft Ltd,80AHUXH4281M5Z6,1470684.69,264723.24,0.18,2024-08-13,2024-08-20,PO-4824-DFKD,HEZJ2452796367589,Net 45,0,none
INV-06007,3i Infotech,68JFCCR6660P0N4,635900.49,114462.09,0.18,2024-04-29,2024-04-30,PO-4516-FTCE,XXJP5932125490162,Net 45,0,none
INV-00196,Geometric Ltd,90XHMDH5605X3E0,128046.72,23048.41,0.18,2023-04-20,2023-04-24,PO-9431-RTHO,ZVZR2605281559933,Net 60,0,none
INV-05721,HCL Services Pvt Ltd,06XCPDQ3781A7P5,90668.75,16320.38,0.18,2023-11-13,2023-11-21,PO-3212-GJTF,YREG7445396518713,Net 30,0,none
INV-00654,Tanla Platforms,59LWUTS7773W2B4,2110808.17,379945.47,0.18,2024-02-02,2024-02-08,PO-8102-VNSA,HOSN7336413677532,Net 30,0,none
INV-08765,KALS Info Systems,94MSBNM9654Q1J8,2818555.15,507339.93,0.18,2023-02-17,2023-02-18,PO-1951-UUDU,DGBS9006011018028,Net 60,1,amount_spike
INV-09140,NewVendor_9140 IT Solutions Pvt Ltd,98UFWGI9775H0G7,4608395.28,829511.15,0.18,2023-11-06,2023-11-08,PO-6988-LPMR,AEMD6665237509520,Net 30,1,new_vendor_high_amount
INV-08177,Mindtree Solutions,41KAGCW4268B9S1,443491.75,79828.51,0.18,2024-04-03,2024-04-13,PO-4369-RUYQ,LHQZ3386182735187,Net 30,0,none
INV-03453,Persistent Systems,64YNHIH3193U2F2,1626074.08,292693.33,0.18,2023-03-22,2023-04-01,PO-5150-UKGE,QFQJ7666680899218,Net 30,0,none
INV-06266,Saksoft Ltd,80AHUXH4281M5Z6,1463552.84,263439.51,0.18,2024-11-04,2024-11-14,PO-9219-RFLQ,HEZJ2452796367589,Net 45,0,none
INV-04032,Geometric Ltd,90XHMDH5605X3E0,111507.77,20071.4,0.18,2023-08-07,2023-08-17,PO-8046-RGAE,ZVZR2605281559933,Net 45,0,none
INV-06349,KALS Info Systems,94MSBNM9654Q1J8,323008.43,58141.52,0.18,2024-04-08,2024-04-22,PO-1454-XJID,DGBS9006011018028,Net 60,0,none
INV-05126,Subex Ltd,30VHFNS3751Q1W1,1480538.17,266496.87,0.18,2023-04-17,2023-04-23,PO-5993-TDXZ,ELVQ0484796554552,Net 30,0,none
INV-02439,Tech Mahindra Ltd,50ATKML8414N4Z6,812295.63,146213.21,0.18,2023-01-06,2023-01-11,PO-0901-LRDI,XBCB1352237333077,Net 30,0,none
INV-02633,KALS Info Systems,94MSBNM9654Q1J8,455338.31,81960.9,0.18,2024-04-12,2024-04-25,PO-2370-PNNL,DGBS9006011018028,Net 30,0,none
INV-01173,Tata Elxsi,97SMFIV1461U2P8,984913.31,177284.4,0.18,2023-07-24,2023-08-05,PO-2616-KVHR,EGTM3209446746385,Net 30,0,none
INV-00414,Persistent Systems,64YNHIH3193U2F2,1672869.05,301116.43,0.18,2024-10-25,2024-10-30,PO-5915-PSCJ,QFQJ7666680899218,Net 30,0,none
INV-06125,Tata Elxsi,97SMFIV1461U2P8,1063931.49,191507.67,0.18,2023-12-26,2024-01-06,PO-6374-ZCEB,EGTM3209446746385,Net 45,0,none
INV-08942,Happiest Minds,08NATVA6271Q6X4,80892.96,14560.73,0.18,2023-03-08,2023-03-14,PO-3062-UJBD,IYWI6974159329184,Net 60,1,amount_below_po
INV-06063,Datamatics Global,72BCSBC0104B2T5,1802167.2,324390.1,0.18,2023-06-19,2023-07-01,PO-1786-ZOJT,MAPT2682906393328,Net 45,0,none
INV-01523,Cyient Ltd,72RREQY3980C4W7,1539903.53,277182.64,0.18,2024-03-12,2024-03-14,PO-4001-DVXI,IECV9217915203127,Net 60,0,none
INV-00614,Saksoft Ltd,80AHUXH4281M5Z6,1558863.46,280595.42,0.18,2023-11-24,2023-11-29,PO-5621-WCLI,HEZJ2452796367589,Net 60,0,none
INV-02405,Persistent Systems,64YNHIH3193U2F2,1831125.98,329602.68,0.18,2023-12-06,2023-12-13,PO-4707-PRRI,QFQJ7666680899218,Net 60,0,none
INV-08864,HCL Services Pvt Ltd,06XCPDQ3781A7P5,1100000.0,198000.0,0.18,2024-02-15,2024-02-20,PO-8955-YEKM,YREG7445396518713,Net 30,1,round_number
INV-00839,Compuage Infocom,13KLEPU6075O6Y2,1152938.92,207529.01,0.18,2024-01-26,2024-02-10,PO-4625-SWDO,ELRI9763961994631,Net 45,0,none
INV-09254,PSL ENGINEERING PRIVATE LIMITED,81ZUHQG1930Y7C5,683883.93,123099.11,0.18,2023-03-09,2023-03-12,PO-5506-SBKJ,HKKE5137348730221,Net 30,1,blacklisted_vendor
INV-07973,Newgen Software,96WDAOF1307T2B5,490397.85,88271.61,0.18,2023-05-08,2023-05-09,PO-9583-CORI,ZVAV2798537321913,Net 45,0,none
INV-02999,Datamatics Global,72BCSBC0104B2T5,1606475.91,289165.66,0.18,2024-12-20,2024-12-28,PO-8727-YEFK,MAPT2682906393328,Net 60,0,none
INV-04853,Xoriant Solutions,76CCDAX0817X2D1,1699733.16,305951.97,0.18,2024-01-11,2024-01-15,PO-5225-AFCU,KMUY6413692964089,Net 60,0,none
INV-07924,Saksoft Ltd,80AHUXH4281M5Z6,1971049.71,354788.95,0.18,2024-07-08,2024-07-09,PO-0576-JGVR,HEZJ2452796367589,Net 60,0,none
INV-04277,Kellton Tech,86ZEYPH2930B1L1,229901.86,41382.33,0.18,2024-06-10,2024-06-11,PO-7279-OEBU,HNPR8007103208557,Net 60,0,none
INV-09952,Dynacons Systems,26LIUNY2215P3K8,1386919.35,249645.48,0.18,2024-04-18,2024-10-12,PO-0901-LRDI,BVBH8217355343820,Net 60,1,late_submission
INV-01990,Trigent Software,36QTNYS5556X2N0,1142381.61,205628.69,0.18,2024-10-11,2024-10-21,PO-3032-QCYP,ECZJ1508087801977,Net 30,0,none
INV-01565,Xoriant Solutions,76CCDAX0817X2D1,1942937.07,349728.67,0.18,2023-04-24,2023-04-26,PO-7998-CUCA,KMUY6413692964089,Net 60,0,none
INV-01280,Cyient Ltd,72RREQY3980C4W7,1709626.8,307732.82,0.18,2023-02-08,2023-02-18,PO-1135-KCEV,IECV9217915203127,Net 60,0,none
INV-06445,KALS Info Systems,94MSBNM9654Q1J8,307654.66,55377.84,0.18,2023-10-16,2023-10-18,PO-3836-ISAB,DGBS9006011018028,Net 45,0,none
INV-07580,Onward Technologies,40LMVQR4946M6J5,78381.25,14108.62,0.18,2023-02-20,2023-02-22,PO-1324-SHFI,XVRP4921936514893,Net 30,0,none
INV-07904,Ramsol Pvt Ltd,74BYZSJ6323U1B9,1705941.07,307069.39,0.18,2023-11-16,2023-11-25,PO-9541-XQLG,IYYO4074583251825,Net 60,0,none
INV-07570,Cybage Software,98HJBYU1008W1C4,1562168.33,281190.3,0.18,2024-09-24,2024-10-01,PO-5728-XXQU,WGLM6397054812707,Net 60,0,none
INV-09108,NewVendor_9108 IT Solutions Pvt Ltd,25WXKAU0239N3M2,2560661.84,460919.13,0.18,2024-09-23,2024-09-25,PO-0047-FRKA,SXGM6363699436671,Net 30,1,new_vendor_high_amount
INV-00895,Cybage Software,98HJBYU1008W1C4,1300163.96,234029.51,0.18,2024-07-31,2024-08-11,PO-4516-FTCE,WGLM6397054812707,Net 60,0,none
INV-02800,Mindtree Solutions,41KAGCW4268B9S1,405786.92,73041.65,0.18,2023-11-16,2023-12-01,PO-9435-ZNUW,LHQZ3386182735187,Net 30,0,none
INV-03684,Saksoft Ltd,80AHUXH4281M5Z6,1858339.62,334501.13,0.18,2024-09-18,2024-09-25,PO-7789-GUMW,HEZJ2452796367589,Net 45,0,none
INV-02313,Geometric Ltd,90XHMDH5605X3E0,134331.03,24179.59,0.18,2024-11-25,2024-11-30,PO-2616-KVHR,ZVZR2605281559933,Net 45,0,none
INV-06407,Cigniti Technologies,59ECPPK4618N3Z7,116027.94,20885.03,0.18,2023-01-16,2023-01-30,PO-9219-RFLQ,SOEQ8611660011752,Net 45,0,none
INV-05725,Trigent Software,36QTNYS5556X2N0,812572.29,146263.01,0.18,2023-01-18,2023-02-02,PO-2510-YXXH,ECZJ1508087801977,Net 60,0,none
INV-O86lO,Redington India,74KICEN7451I0R9,817520.31,147153.66,0.18,2023-03-13,2023-03-27,PO-6261-OQSU,SIXB8636619074973,Net 45,1,near_duplicate
INV-06417,Cybage Software,98HJBYU1008W1C4,1364700.01,245646.0,0.18,2023-03-14,2023-03-26,PO-7887-XCCC,WGLM6397054812707,Net 45,0,none
INV-07932,Newgen Software,96WDAOF1307T2B5,444637.24,80034.7,0.18,2023-01-11,2023-01-15,PO-6350-GGCK,ZVAV2798537321913,Net 60,0,none
INV-04545,Softcell Technologies,35UAQEX7902T9I4,1511735.4,272112.37,0.18,2024-12-24,2024-12-28,PO-3542-RWKO,ZAPZ4138823350355,Net 30,0,none
INV-01492,Dynacons Systems,26LIUNY2215P3K8,1938546.58,348938.38,0.18,2024-09-04,2024-09-16,PO-2976-ELNT,BVBH8217355343820,Net 30,0,none
INV-03030,KPIT Technologies,38VEAAX3653Y0Y0,454453.66,81801.66,0.18,2024-04-25,2024-04-26,PO-0878-YJJN,FKSA0820239639002,Net 45,0,none
INV-05808,Rashi Peripherals,81YZTAE9223U6Z3,819748.3,147554.69,0.18,2023-10-09,2023-10-18,PO-6950-YKHA,TIKE0673845888831,Net 45,0,none
INV-07377,Subex Ltd,30VHFNS3751Q1W1,2072569.0,373062.42,0.18,2024-04-11,2024-04-19,PO-1542-VWIZ,ELVQ0484796554552,Net 60,0,none
INV-06067,Xoriant Solutions,76CCDAX0817X2D1,1435541.26,258397.43,0.18,2024-10-22,2024-10-27,PO-1786-ZOJT,KMUY6413692964089,Net 30,0,none
INV-02325,Kellton Tech,86ZEYPH2930B1L1,250491.33,45088.44,0.18,2023-05-31,2023-06-14,PO-5973-QZOZ,HNPR8007103208557,Net 30,0,none
INV-07128,Supertron Electronics,84APENV3195F9K0,591943.6,106549.85,0.18,2024-09-23,2024-09-25,PO-4399-NLWD,VZIL5372592617511,Net 30,0,none
INV-09515,TCS Digital Solutions,27KTEYT5863X9D1,1567899.84,78394.99,0.18,2023-02-20,2023-03-02,PO-5144-CHZI,FAPF5400877480084,Net 45,1,tax_mismatch
INV-01643,Saksoft Ltd,80AHUXH4281M5Z6,1801144.48,324206.01,0.18,2023-11-27,2023-12-03,PO-2698-FFTB,HEZJ2452796367589,Net 45,0,none
INV-01995,Ingram Micro India,10XXYGH4786J3K5,303951.47,54711.26,0.18,2023-10-16,2023-10-17,PO-2422-PSAC,FXHM7550788670183,Net 30,0,none
INV-03399,Trigent Software,36QTNYS5556X2N0,1157788.33,208401.9,0.18,2024-01-01,2024-01-02,PO-0544-PSGS,ECZJ1508087801977,Net 60,0,none
INV-08306,Hexaware Technologies,73UYSOI6520N3R6,559285.02,100671.3,0.18,2024-11-18,2024-12-01,PO-4779-BUWZ,WJUQ9385943177536,Net 60,0,none
INV-07183,Majesco Ltd,85BEHHA7355T6K4,1579504.58,284310.82,0.18,2023-11-27,2023-12-04,PO-9598-QXHC,XLJV8093123115690,Net 60,0,none
INV-04541,Cyient Ltd,72RREQY3980C4W7,1441998.38,259559.71,0.18,2024-02-08,2024-02-19,PO-8715-MTIK,IECV9217915203127,Net 45,0,none
INV-09405,Wipro Technologies,69NFNFG9475I4R1,262702.4,47286.43,0.18,2023-01-27,2023-02-11,,ZUPT8856179560914,Net 30,1,missing_po
INV-09193,TCS Digital Solutions,27KTEYT5863X9D1,1376948.97,247850.81,0.18,2023-07-24,2023-07-29,PO-9219-RFLQ,KWSS3452071353655,Net 30,1,changed_bank_account
INV-04812,Onward Technologies,40LMVQR4946M6J5,69980.83,12596.55,0.18,2024-02-12,2024-02-13,PO-4399-NLWD,XVRP4921936514893,Net 45,0,none
INV-05145,NIIT Technologies,06ENXBW2738B9L4,1831801.4,329724.25,0.18,2024-08-22,2024-09-05,PO-1226-CZDU,JQRT0779311872435,Net 30,0,none
INV-05233,Ingram Micro India,10XXYGH4786J3K5,353154.54,63567.82,0.18,2024-09-20,2024-09-23,PO-7663-IAFD,FXHM7550788670183,Net 45,0,none
INV-09541,Datamatics Global,72BCSBC0104B2T5,1304803.23,65240.16,0.18,2024-11-11,2024-11-16,PO-4957-CUVX,MAPT2682906393328,Net 60,1,tax_mismatch
INV-00445,Supertron Electronics,84APENV3195F9K0,364393.53,65590.84,0.18,2024-03-25,2024-03-29,PO-8090-QEGK,VZIL5372592617511,Net 30,0,none
INV-09258,ASTRA BIOPHARMACEUTICALS LIMITED,50YXXGP1968R3M1,441116.87,79401.04,0.18,2023-09-28,2023-10-01,PO-7660-NSSW,TMUP3719616475015,Net 30,1,blacklisted_vendor
INV-01729,Mphasis Corp,14FZNUS4574A1G9,500367.19,90066.09,0.18,2023-07-12,2023-07-19,PO-1253-YRQS,XQWR8677855643397,Net 30,0,none
INV-01333,Xoriant Solutions,76CCDAX0817X2D1,1342015.82,241562.85,0.18,2023-05-16,2023-05-31,PO-1087-OEAD,KMUY6413692964089,Net 30,0,none
INV-02461,Intellect Design,01NIEOP0002L0N2,810445.9,145880.26,0.18,2024-08-23,2024-08-28,PO-4499-LTDG,BSXL3681265929761,Net 30,0,none
